WSxM file copyright Nanotec Electronica
WSxM ASCII XYZ file
X[µm]		Y[µm]		Z[µm]

0.000000	0.000000	0.0186877
0.138915	0.000000	0.0189547
0.277829	0.000000	0.0132744
0.416744	0.000000	0.0177895
0.555658	0.000000	0.0174901
0.694573	0.000000	0.0180403
0.833487	0.000000	0.019157
0.972402	0.000000	0.0175832
1.111316	0.000000	0.0164342
1.250231	0.000000	0.0176924
1.389145	0.000000	0.0176762
1.528060	0.000000	0.0132704
1.666974	0.000000	0.0169358
1.805889	0.000000	0.01253
1.944803	0.000000	0.013505
2.083718	0.000000	0.0144801
2.222632	0.000000	0.0172959
2.361547	0.000000	0.0168549
2.500461	0.000000	0.0144315
2.639376	0.000000	0.0178138
2.778290	0.000000	0.0142576
2.917205	0.000000	0.012967
3.056119	0.000000	0.016066
3.195034	0.000000	0.0187403
3.333948	0.000000	0.0184409
3.472863	0.000000	0.0148846
3.611777	0.000000	0.0158597
3.750692	0.000000	0.0155603
3.889606	0.000000	0.00917203
4.028521	0.000000	0.0143951
4.167435	0.000000	0.0152285
4.306350	0.000000	0.0171948
4.445264	0.000000	0.0181698
4.584179	0.000000	0.0181536
4.723093	0.000000	0.017571
4.862008	0.000000	0.0196789
5.000922	0.000000	0.0182467
5.139837	0.000000	0.0158233
5.278751	0.000000	0.0153823
5.417666	0.000000	0.0140917
5.556580	0.000000	0.0171907
5.695495	0.000000	0.0181657
5.834409	0.000000	0.0189992
5.973324	0.000000	0.0177086
6.112238	0.000000	0.0191084
6.251153	0.000000	0.0156938
6.390067	0.000000	0.0146864
6.528982	0.000000	0.0180686
6.667896	0.000000	0.0170613
6.806811	0.000000	0.012089
6.945725	0.000000	0.0158961
7.084640	0.000000	0.0124815
7.223555	0.000000	0.0168549
7.362469	0.000000	0.0154227
7.501384	0.000000	0.0162561
7.640298	0.000000	0.0170896
7.779213	0.000000	0.0167902
7.918127	0.000000	0.0162076
8.057042	0.000000	0.0154834
8.195956	0.000000	0.0187241
8.334871	0.000000	0.013327
8.473785	0.000000	0.0168509
8.612700	0.000000	0.0172595
8.751614	0.000000	0.0195089
8.890529	0.000000	0.0196344
9.029443	0.000000	0.0153701
9.168358	0.000000	0.0170532
9.307272	0.000000	0.0117977
9.446187	0.000000	0.0161712
9.585101	0.000000	0.0153054
9.724016	0.000000	0.0195373
9.862930	0.000000	0.0181051
10.001845	0.000000	0.0168145
10.140759	0.000000	0.0186391
10.279674	0.000000	0.0179149
10.418588	0.000000	0.0147835
10.557503	0.000000	0.0168913
10.696417	0.000000	0.0124855
10.835332	0.000000	0.0144517
10.974246	0.000000	0.015002
11.113161	0.000000	0.0190922
11.252075	0.000000	0.0193592
11.390990	0.000000	0.0153782
11.529904	0.000000	0.0105476
11.668819	0.000000	0.0177531
11.807733	0.000000	0.0178785
11.946648	0.000000	0.0160215
12.085562	0.000000	0.0188373
12.224477	0.000000	0.0165555
12.363391	0.000000	0.0163977
12.502306	0.000000	0.0179392
12.641220	0.000000	0.0148078
12.780135	0.000000	0.017482
12.919049	0.000000	0.0154834
13.057964	0.000000	0.0129184
13.196878	0.000000	0.00794615
13.335793	0.000000	0.0185501
13.474707	0.000000	0.00663937
13.613622	0.000000	0.0146945
13.752536	0.000000	0.0214752
