1300.062500	-0.632324
1300.125000	-0.648804
1300.187500	-0.650940
1300.250000	-0.649719
1300.312500	-0.628052
1300.375000	-0.705261
1300.437500	-0.657654
1300.500000	-0.653686
1300.562500	-0.661011
1300.625000	-0.652771
1300.687500	-0.655517
1300.750000	-0.655517
1300.812500	-0.656128
1300.875000	-0.659485
1300.937500	-0.643921
1301.000000	-0.645447
1301.062500	-0.655212
1301.125000	-0.654907
1301.187500	-0.654602
1301.250000	-0.629578
1301.312500	-0.664062
1301.375000	-0.663147
1301.437500	-0.638733
1301.500000	-0.646057
1301.562500	-0.662537
1301.625000	-0.690002
1301.687500	-0.688171
1301.750000	-0.609131
1301.812500	-0.629272
1301.875000	-0.623474
1301.937500	-0.664062
1302.000000	-0.649109
1302.062500	-0.644226
1302.125000	-0.627746
1302.187500	-0.661621
1302.250000	-0.661621
1302.312500	-0.626526
1302.375000	-0.677185
1302.437500	-0.645447
1302.500000	-0.630493
1302.562500	-0.630188
1302.625000	-0.669861
1302.687500	-0.663147
1302.750000	-0.662842
1302.812500	-0.661621
1302.875000	-0.645447
1302.937500	-0.606995
1303.000000	-0.594482
1303.062500	-0.625915
1303.125000	-0.626221
1303.187500	-0.683899
1303.250000	-0.641479
1303.312500	-0.666199
1303.375000	-0.664368
1303.437500	-0.682373
1303.500000	-0.633850
1303.562500	-0.637512
1303.625000	-0.689697
1303.687500	-0.689392
1303.750000	-0.672302
1303.812500	-0.654907
1303.875000	-0.615234
1303.937500	-0.613403
1304.000000	-0.664673
1304.062500	-0.684509
1304.125000	-0.650024
1304.187500	-0.678406
1304.250000	-0.677490
1304.312500	-0.633850
1304.375000	-0.693970
1304.437500	-0.640564
1304.500000	-0.635986
1304.562500	-0.619812
1304.625000	-0.609131
1304.687500	-0.617065
1304.750000	-0.644836
1304.812500	-0.645142
1304.875000	-0.639954
1304.937500	-0.652466
1305.000000	-0.711670
1305.062500	-0.643310
1305.125000	-0.642700
1305.187500	-0.680542
1305.250000	-0.643005
1305.312500	-0.671081
1305.375000	-0.672607
1305.437500	-0.648193
1305.500000	-0.648804
1305.562500	-0.640259
1305.625000	-0.617676
1305.687500	-0.617065
1305.750000	-0.665283
1305.812500	-0.658874
1305.875000	-0.662537
1305.937500	-0.634766
1306.000000	-0.614014
1306.062500	-0.646667
1306.125000	-0.653686
1306.187500	-0.622864
1306.250000	-0.622253
1306.312500	-0.673523
1306.375000	-0.625000
1306.437500	-0.677795
1306.500000	-0.629883
1306.562500	-0.628967
1306.625000	-0.660705
1306.687500	-0.627136
1306.750000	-0.646667
1306.812500	-0.644531
1306.875000	-0.671387
1306.937500	-0.670471
1307.000000	-0.627136
1307.062500	-0.667725
1307.125000	-0.666504
1307.187500	-0.602722
1307.250000	-0.620117
1307.312500	-0.643310
1307.375000	-0.644531
1307.437500	-0.670776
1307.500000	-0.607910
1307.562500	-0.629272
1307.625000	-0.630493
1307.687500	-0.627746
1307.750000	-0.663452
1307.812500	-0.686951
1307.875000	-0.640259
1307.937500	-0.622253
1308.000000	-0.627136
1308.062500	-0.652771
1308.125000	-0.617676
1308.187500	-0.673218
1308.250000	-0.671692
1308.312500	-0.665588
1308.375000	-0.601807
1308.437500	-0.638122
1308.500000	-0.636902
1308.562500	-0.637207
1308.625000	-0.645752
1308.687500	-0.653686
1308.750000	-0.622559
1308.812500	-0.621338
1308.875000	-0.646973
1308.937500	-0.631103
1309.000000	-0.635071
1309.062500	-0.635071
1309.125000	-0.635071
1309.187500	-0.638733
1309.250000	-0.659790
1309.312500	-0.637207
1309.375000	-0.635376
1309.437500	-0.641785
1309.500000	-0.683288
1309.562500	-0.659790
1309.625000	-0.639038
1309.687500	-0.637817
1309.750000	-0.631409
1309.812500	-0.666199
1309.875000	-0.603943
1309.937500	-0.616150
1310.000000	-0.618286
1310.062500	-0.640259
1310.125000	-0.664062
1310.187500	-0.673828
1310.250000	-0.671692
1310.312500	-0.671692
1310.375000	-0.631714
1310.437500	-0.621033
1310.500000	-0.612488
1310.562500	-0.612793
1310.625000	-0.634460
1310.687500	-0.582580
1310.750000	-0.663147
1310.812500	-0.663147
1310.875000	-0.641785
1310.937500	-0.614014
1311.000000	-0.659485
1311.062500	-0.630188
1311.125000	-0.632629
1311.187500	-0.653381
1311.250000	-0.637207
1311.312500	-0.664368
1311.375000	-0.661316
1311.437500	-0.593262
1311.500000	-0.641785
1311.562500	-0.657043
1311.625000	-0.654907
1311.687500	-0.653381
1311.750000	-0.654907
1311.812500	-0.640564
1311.875000	-0.613708
1311.937500	-0.627746
1312.000000	-0.632324
1312.062500	-0.594482
1312.125000	-0.670166
1312.187500	-0.647888
1312.250000	-0.647888
1312.312500	-0.668335
1312.375000	-0.643310
1312.437500	-0.632629
1312.500000	-0.660705
1312.562500	-0.660705
1312.625000	-0.638122
1312.687500	-0.669861
1312.750000	-0.639954
1312.812500	-0.641174
1312.875000	-0.624695
1312.937500	-0.606995
1313.000000	-0.632934
1313.062500	-0.618896
1313.125000	-0.619202
1313.187500	-0.647278
1313.250000	-0.669250
1313.312500	-0.647583
1313.375000	-0.643921
1313.437500	-0.642395
1313.500000	-0.664673
1313.562500	-0.640564
1313.625000	-0.700989
1313.687500	-0.698852
1313.750000	-0.667725
1313.812500	-0.609436
1313.875000	-0.642700
1313.937500	-0.624084
1314.000000	-0.627746
1314.062500	-0.623169
1314.125000	-0.686035
1314.187500	-0.624084
1314.250000	-0.624390
1314.312500	-0.603943
1314.375000	-0.637817
1314.437500	-0.662842
1314.500000	-0.636902
1314.562500	-0.635071
1314.625000	-0.650940
1314.687500	-0.631409
1314.750000	-0.665588
1314.812500	-0.664673
1314.875000	-0.605774
1314.937500	-0.646667
1315.000000	-0.644531
1315.062500	-0.661926
1315.125000	-0.661316
1315.187500	-0.612183
1315.250000	-0.684509
1315.312500	-0.655212
1315.375000	-0.655823
1315.437500	-0.643005
1315.500000	-0.681152
1315.562500	-0.631714
1315.625000	-0.656128
1315.687500	-0.656128
1315.750000	-0.657043
1315.812500	-0.677795
1315.875000	-0.668945
1315.937500	-0.668640
1316.000000	-0.649414
1316.062500	-0.675049
1316.125000	-0.627441
1316.187500	-0.629272
1316.250000	-0.630188
1316.312500	-0.669556
1316.375000	-0.640259
1316.437500	-0.665588
1316.500000	-0.654907
1316.562500	-0.645752
1316.625000	-0.625000
1316.687500	-0.631103
1316.750000	-0.677795
1316.812500	-0.675964
1316.875000	-0.644531
1316.937500	-0.659180
1317.000000	-0.647888
1317.062500	-0.644836
1317.125000	-0.643005
1317.187500	-0.653992
1317.250000	-0.670166
1317.312500	-0.665893
1317.375000	-0.660095
1317.437500	-0.633545
1317.500000	-0.645142
1317.562500	-0.627746
1317.625000	-0.657959
1317.687500	-0.658569
1317.750000	-0.668640
1317.812500	-0.657654
1317.875000	-0.649719
1317.937500	-0.662537
1318.000000	-0.661011
1318.062500	-0.626221
1318.125000	-0.635071
1318.187500	-0.657349
1318.250000	-0.658569
1318.312500	-0.647278
1318.375000	-0.614014
1318.437500	-0.628662
1318.500000	-0.630493
1318.562500	-0.629578
1318.625000	-0.635071
1318.687500	-0.643616
1318.750000	-0.676575
1318.812500	-0.676880
1318.875000	-0.615845
1318.937500	-0.623169
1319.000000	-0.669556
1319.062500	-0.655212
1319.125000	-0.654602
1319.187500	-0.647888
1319.250000	-0.635681
1319.312500	-0.605774
1319.375000	-0.599976
1319.437500	-0.624695
1319.500000	-0.678406
1319.562500	-0.661316
1319.625000	-0.626526
1319.687500	-0.626221
1319.750000	-0.605469
1319.812500	-0.634766
1319.875000	-0.610962
1319.937500	-0.647278
1320.000000	-0.650330
1320.062500	-0.621643
1320.125000	-0.590820
1320.187500	-0.631103
1320.250000	-0.631409
1320.312500	-0.617981
1320.375000	-0.655823
1320.437500	-0.625305
1320.500000	-0.663757
1320.562500	-0.661011
1320.625000	-0.637817
1320.687500	-0.647888
1320.750000	-0.641479
1320.812500	-0.640869
1320.875000	-0.639343
1320.937500	-0.635071
1321.000000	-0.628967
1321.062500	-0.664062
1321.125000	-0.659790
