Zeitstempel: 18.9.2013 11:35:07
Signalquelle: Analysator
Abtastrate: 20000,00 Hz
Modus: TIME


Bemerkung: Frequenzzaehler 4715.023

Zeit in s	Analysatorsignal in V
0,040200	-0,148010
0,040250	-0,162964
0,040300	-0,193481
0,040350	-0,222168
0,040400	-0,252075
0,040450	-0,281067
0,040500	-0,310669
0,040550	-0,335388
0,040600	-0,364075
0,040650	-0,387268
0,040700	-0,409241
0,040750	-0,439758
0,040800	-0,453186
0,040850	-0,476074
0,040900	-0,492554
0,040950	-0,492554
0,041000	-0,485840
0,041050	-0,475769
0,041100	-0,465088
0,041150	-0,435486
0,041200	-0,402222
0,041250	-0,348816
0,041300	-0,270996
0,041350	-0,212097
0,041400	-0,151977
0,041450	-0,079040
0,041500	-0,001526
0,041550	0,031128
0,041600	0,012207
0,041650	0,005798
0,041700	-0,005493
0,041750	0,002136
0,041800	-0,003967
0,041850	0,011902
0,041900	-0,002136
0,041950	0,014343
0,042000	0,035400
0,042050	0,019531
0,042100	0,011902
0,042150	0,016174
0,042200	0,024414
0,042250	0,003052
0,042300	0,018311
0,042350	0,024109
0,042400	0,019226
0,042450	0,018311
0,042500	0,021362
0,042550	0,028992
0,042600	0,032654
0,042650	0,026856
0,042700	0,023804
0,042750	0,022278
0,042800	0,024719
0,042850	0,022583
0,042900	0,026856
0,042950	0,029297
0,043000	0,026245
0,043050	0,023804
0,043100	0,031128
0,043150	0,028076
0,043200	0,021057
0,043250	0,018921
0,043300	0,028687
0,043350	0,020447
0,043400	0,023499
0,043450	0,015564
0,043500	0,024109
0,043550	0,017700
0,043600	0,017090
0,043650	0,021362
0,043700	0,009155
0,043750	0,022278
0,043800	0,035400
0,043850	0,025635
0,043900	0,009461
0,043950	0,022278
0,044000	0,027161
0,044050	0,012817
0,044100	0,013428
0,044150	0,025330
0,044200	0,014649
0,044250	0,018311
0,044300	0,010986
0,044350	0,014649
0,044400	0,013733
0,044450	0,019837
0,044500	0,013733
0,044550	0,013123
0,044600	0,017395
0,044650	0,011597
0,044700	0,008545
0,044750	0,028381
0,044800	0,030518
0,044850	0,005798
0,044900	0,019531
0,044950	0,020142
0,045000	0,017395
0,045050	0,013123
0,045100	0,008850
0,045150	0,018921
0,045200	0,021668
0,045250	0,017090
0,045300	0,019531
0,045350	0,026856
0,045400	0,015564
0,045450	0,008240
0,045500	0,007324
0,045550	0,028381
0,045600	0,023804
0,045650	0,027466
0,045700	0,021057
0,045750	0,022278
0,045800	0,017395
0,045850	0,014954
0,045900	0,022278
0,045950	0,013428
0,046000	0,028076
0,046050	0,010681
0,046100	0,010986
0,046150	0,025635
0,046200	0,019531
0,046250	0,022583
0,046300	0,022278
0,046350	0,015869
0,046400	0,019837
0,046450	0,023499
0,046500	0,007324
0,046550	0,024719
0,046600	0,020752
0,046650	0,020447
0,046700	0,016785
0,046750	0,017700
0,046800	0,028381
0,046850	0,025940
0,046900	0,009461
0,046950	0,028076
0,047000	0,028381
0,047050	0,018005
0,047100	0,010986
0,047150	0,009766
0,047200	0,022888
0,047250	0,019837
0,047300	0,008850
0,047350	0,031433
0,047400	0,035095
0,047450	0,023193
0,047500	0,010986
0,047550	0,021057
0,047600	0,021057
0,047650	0,021057
0,047700	0,021362
0,047750	0,022278
0,047800	0,028992
0,047850	0,028687
0,047900	0,020142
0,047950	0,015869
0,048000	0,018921
0,048050	0,018921
0,048100	0,016480
0,048150	0,011292
0,048200	0,024414
0,048250	0,025330
0,048300	0,023193
0,048350	0,021057
0,048400	0,023804
0,048450	0,017090
0,048500	0,001221
0,048550	0,011597
0,048600	0,022583
0,048650	0,020752
0,048700	0,014954
0,048750	0,012512
0,048800	0,023193
0,048850	0,029907
0,048900	0,014038
0,048950	0,010681
0,049000	0,012207
0,049050	0,020752
0,049100	0,010986
0,049150	0,026245
0,049200	0,027161
0,049250	0,013733
0,049300	0,007324
0,049350	0,019226
0,049400	0,019837
0,049450	0,020752
0,049500	0,015869
0,049550	0,010681
0,049600	0,018311
0,049650	0,020752
0,049700	0,014038
0,049750	0,004273
0,049800	0,018005
0,049850	0,021057
0,049900	0,018921
0,049950	0,014954
0,050000	0,013428
0,050050	0,013733
0,050100	0,014343
0,050150	0,012817
0,050200	0,012207
0,050250	0,011902
0,050300	0,010376
0,050350	0,002747
0,050400	0,003357
0,050450	0,011597
0,050500	0,005798
0,050550	0,011597
0,050600	0,015869
0,050650	0,007324
0,050700	0,010986
0,050750	0,005798
0,050800	-0,003052
0,050850	0,001221
0,050900	0,003052
0,050950	-0,000305
0,051000	0,007324
0,051050	0,013428
0,051100	0,003662
0,051150	0,001526
0,051200	0,008850
0,051250	0,012207
0,051300	0,013123
0,051350	0,008545
0,051400	0,009155
0,051450	0,003052
0,051500	-0,000915
0,051550	-0,005798
0,051600	-0,008240
0,051650	-0,002441
0,051700	-0,001831
0,051750	-0,000610
0,051800	0,000305
0,051850	0,011597
0,051900	-0,006409
0,051950	-0,015259
0,052000	-0,010376
0,052050	-0,011291
0,052100	-0,021362
0,052150	-0,023804
0,052200	-0,026550
0,052250	-0,015564
0,052300	-0,025940
0,052350	-0,041504
0,052400	-0,053711
0,052450	-0,060120
0,052500	-0,071411
0,052550	-0,076904
0,052600	-0,069885
0,052650	-0,091553
0,052700	-0,103149
0,052750	-0,113525
0,052800	-0,143127
0,052850	-0,164184
0,052900	-0,166931
0,052950	-0,185242
0,053000	-0,204163
0,053050	-0,227051
0,053100	-0,268555
0,053150	-0,310669
0,053200	-0,350952
0,053250	-0,391235
0,053300	-0,423279
0,053350	-0,447388
0,053400	-0,481872
0,053450	-0,518799
0,053500	-0,566406
0,053550	-0,614929
0,053600	-0,643921
0,053650	-0,670776
0,053700	-0,692444
0,053750	-0,714722
0,053800	-0,727539
0,053850	-0,720825
0,053900	-0,702209
0,053950	-0,676269
0,054000	-0,621643
0,054050	-0,558777
0,054100	-0,496216
0,054150	-0,439758
0,054200	-0,384216
0,054250	-0,331116
0,054300	-0,298462
0,054350	-0,260315
0,054400	-0,231018
0,054450	-0,208740
0,054500	-0,167541
0,054550	-0,146179
0,054600	-0,113525
0,054650	-0,075378
0,054700	-0,049438
0,054750	-0,037842
0,054800	-0,032959
0,054850	-0,024719
0,054900	-0,021667
0,054950	-0,027466
0,055000	-0,021057
0,055050	-0,006103
0,055100	0,004578
0,055150	-0,008545
0,055200	-0,010986
0,055250	-0,016785
0,055300	-0,011597
0,055350	-0,009766
0,055400	-0,009766
0,055450	-0,004272
0,055500	-0,011597
0,055550	-0,019531
0,055600	-0,016479
0,055650	-0,007324
0,055700	0,005493
0,055750	-0,003662
0,055800	-0,001526
0,055850	-0,009460
0,055900	-0,010071
0,055950	-0,000610
0,056000	-0,003967
0,056050	-0,013428
0,056100	-0,002441
0,056150	-0,010376
0,056200	0,003052
0,056250	0,005188
0,056300	-0,002746
0,056350	0,000305
0,056400	-0,015564
0,056450	-0,004578
0,056500	0,010071
0,056550	0,011902
0,056600	-0,007324
0,056650	0,001831
0,056700	0,000000
0,056750	0,000610
0,056800	-0,001831
0,056850	0,000305
0,056900	0,009461
0,056950	0,000610
0,057000	-0,011902
0,057050	-0,007324
0,057100	0,000610
0,057150	0,005798
0,057200	-0,003662
0,057250	-0,002441
0,057300	0,005493
0,057350	0,012512
0,057400	-0,009460
0,057450	0,003357
0,057500	0,009766
0,057550	-0,014954
0,057600	-0,010986
0,057650	0,000000
0,057700	-0,000915
0,057750	-0,007934
0,057800	0,005188
0,057850	-0,017700
0,057900	-0,010071
0,057950	0,001526
0,058000	-0,004578
0,058050	-0,004272
0,058100	-0,001221
0,058150	0,007629
0,058200	-0,004272
0,058250	0,006409
0,058300	0,002136
0,058350	-0,004578
0,058400	-0,003357
0,058450	-0,015869
0,058500	0,002136
0,058550	0,011292
0,058600	-0,014648
0,058650	-0,021973
0,058700	-0,019836
0,058750	-0,021362
0,058800	-0,015564
0,058850	-0,011597
0,058900	-0,014038
0,058950	-0,016785
0,059000	-0,018921
0,059050	-0,018616
0,059100	-0,008240
0,059150	-0,010681
0,059200	-0,024414
0,059250	-0,025024
0,059300	-0,019226
0,059350	-0,018310
0,059400	-0,022278
0,059450	-0,015259
0,059500	-0,020447
0,059550	-0,025024
0,059600	-0,038147
0,059650	-0,038757
0,059700	-0,036621
0,059750	-0,028381
0,059800	-0,042114
0,059850	-0,058899
0,059900	-0,064697
0,059950	-0,068359
0,060000	-0,085754
0,060050	-0,109863
0,060100	-0,126648
0,060150	-0,132446
0,060200	-0,153198
0,060250	-0,175171
0,060300	-0,196533
0,060350	-0,211182
0,060400	-0,233765
0,060450	-0,267334
0,060500	-0,308533
0,060550	-0,350952
0,060600	-0,384827
0,060650	-0,426330
0,060700	-0,460510
0,060750	-0,479431
0,060800	-0,497742
0,060850	-0,522766
0,060900	-0,536804
0,060950	-0,540161
0,061000	-0,534058
0,061050	-0,503235
0,061100	-0,482483
0,061150	-0,453491
0,061200	-0,406494
0,061250	-0,354309
0,061300	-0,295410
0,061350	-0,222168
0,061400	-0,146484
0,061450	-0,080871
0,061500	-0,022583
0,061550	0,024719
0,061600	0,033569
0,061650	0,003357
0,061700	0,015869
0,061750	0,020752
0,061800	0,013733
0,061850	0,000000
0,061900	0,016174
0,061950	0,020447
0,062000	0,020752
0,062050	0,013428
0,062100	0,007324
0,062150	0,008850
0,062200	0,017395
0,062250	0,010376
0,062300	0,016785
0,062350	0,030823
0,062400	0,041199
0,062450	0,020142
0,062500	0,016480
0,062550	0,027161
0,062600	0,035095
0,062650	0,019226
0,062700	0,021362
0,062750	0,018311
0,062800	0,020447
0,062850	0,026550
0,062900	0,023804
0,062950	0,034485
0,063000	0,039063
0,063050	0,014038
0,063100	0,022278
0,063150	0,026856
0,063200	0,034485
0,063250	0,019837
0,063300	0,015259
0,063350	0,025025
0,063400	0,025025
0,063450	0,012207
0,063500	0,016174
0,063550	0,016785
0,063600	0,025330
0,063650	0,020142
0,063700	0,015259
0,063750	0,019837
0,063800	0,020447
0,063850	0,014954
0,063900	0,010986
0,063950	0,019837
0,064000	0,015869
0,064050	0,019531
0,064100	0,011902
0,064150	0,019531
0,064200	0,014954
0,064250	0,019226
0,064300	0,023499
0,064350	0,016785
0,064400	0,022583
0,064450	0,017090
0,064500	0,021362
0,064550	0,016174
0,064600	0,011292
0,064650	0,038757
0,064700	0,021057
0,064750	0,010986
0,064800	0,038147
0,064850	0,015259
0,064900	0,004578
0,064950	0,021668
0,065000	0,017395
0,065050	0,019531
0,065100	0,023804
0,065150	0,023804
0,065200	0,019837
