Zeitstempel: 18.9.2013 10:44:28
Signalquelle: Analysator
Abtastrate: 20000,00 Hz
Modus: TIME


Bemerkung: Frequenz 1.3kHz
Amplitude 50mV
Offset +-0mV
mit Einstrahlspule

Zeit in s	Analysatorsignal in V
0,000000	-0,000610
0,000050	-0,010376
0,000100	-0,019531
0,000150	-0,027466
0,000200	-0,032043
0,000250	-0,031738
0,000300	-0,027771
0,000350	-0,021362
0,000400	-0,011902
0,000450	-0,000915
0,000500	0,007629
0,000550	0,013428
0,000600	0,017090
0,000650	0,016174
0,000700	0,012207
0,000750	0,004273
0,000800	-0,004578
0,000850	-0,015259
0,000900	-0,022583
0,000950	-0,030212
0,001000	-0,030823
0,001050	-0,029297
0,001100	-0,023498
0,001150	-0,014648
0,001200	-0,005798
0,001250	0,003967
0,001300	0,011902
0,001350	0,017090
0,001400	0,017090
0,001450	0,014649
0,001500	0,007019
0,001550	-0,001831
0,001600	-0,011291
0,001650	-0,019836
0,001700	-0,027771
0,001750	-0,030823
0,001800	-0,030517
0,001850	-0,025024
0,001900	-0,018310
0,001950	-0,009155
0,002000	0,000000
0,002050	0,010376
0,002100	0,016480
0,002150	0,017700
0,002200	0,016174
0,002250	0,010986
0,002300	0,001831
0,002350	-0,008240
0,002400	-0,017395
0,002450	-0,025330
0,002500	-0,028686
0,002550	-0,030823
0,002600	-0,027466
0,002650	-0,022888
0,002700	-0,012512
0,002750	-0,002441
0,002800	0,006714
0,002850	0,013733
0,002900	0,016174
0,002950	0,016480
0,003000	0,013123
0,003050	0,005798
0,003100	-0,003967
0,003150	-0,013733
0,003200	-0,022583
0,003250	-0,030517
0,003300	-0,030212
0,003350	-0,030823
0,003400	-0,027466
0,003450	-0,018005
0,003500	-0,007934
0,003550	0,001526
0,003600	0,009766
0,003650	0,014954
0,003700	0,016480
0,003750	0,014038
0,003800	0,008240
0,003850	-0,001221
0,003900	-0,010681
0,003950	-0,019531
0,004000	-0,028076
0,004050	-0,031433
0,004100	-0,031128
0,004150	-0,028076
0,004200	-0,021667
0,004250	-0,011291
0,004300	-0,002136
0,004350	0,006104
0,004400	0,013428
0,004450	0,015869
0,004500	0,016480
0,004550	0,010376
0,004600	0,003052
0,004650	-0,007019
0,004700	-0,016174
0,004750	-0,024414
0,004800	-0,029602
0,004850	-0,030823
0,004900	-0,028686
0,004950	-0,023193
0,005000	-0,015869
0,005050	-0,005493
0,005100	0,004578
0,005150	0,011902
0,005200	0,017090
0,005250	0,015869
0,005300	0,012817
0,005350	0,006104
0,005400	-0,002746
0,005450	-0,012512
0,005500	-0,021973
0,005550	-0,029297
0,005600	-0,032349
0,005650	-0,032043
0,005700	-0,027466
0,005750	-0,018921
0,005800	-0,008850
0,005850	0,000305
0,005900	0,008240
0,005950	0,014038
0,006000	0,016480
0,006050	0,014343
0,006100	0,009461
0,006150	0,001526
0,006200	-0,008850
0,006250	-0,018310
0,006300	-0,025940
0,006350	-0,030212
0,006400	-0,030823
0,006450	-0,027771
0,006500	-0,020447
0,006550	-0,011597
0,006600	-0,002746
0,006650	0,007324
0,006700	0,013123
0,006750	0,016785
0,006800	0,018005
0,006850	0,012817
0,006900	0,005188
0,006950	-0,004272
0,007000	-0,014038
0,007050	-0,022888
0,007100	-0,028076
0,007150	-0,031128
0,007200	-0,029297
0,007250	-0,024414
0,007300	-0,015869
0,007350	-0,006103
0,007400	0,003052
0,007450	0,011597
0,007500	0,016785
0,007550	0,018311
0,007600	0,015259
0,007650	0,007629
0,007700	0,000305
0,007750	-0,010071
0,007800	-0,018921
0,007850	-0,026245
0,007900	-0,030517
0,007950	-0,030212
0,008000	-0,026550
0,008050	-0,019836
0,008100	-0,010071
0,008150	-0,000915
0,008200	0,008850
0,008250	0,014343
0,008300	0,017395
0,008350	0,015259
0,008400	0,011292
0,008450	0,003357
0,008500	-0,006714
0,008550	-0,017395
0,008600	-0,024719
0,008650	-0,029602
0,008700	-0,029907
0,008750	-0,027161
0,008800	-0,020752
0,008850	-0,013122
0,008900	-0,002441
0,008950	0,006409
0,009000	0,013123
0,009050	0,018005
0,009100	0,018311
0,009150	0,014038
0,009200	0,007019
0,009250	-0,003662
0,009300	-0,014954
0,009350	-0,021362
0,009400	-0,028076
0,009450	-0,031738
0,009500	-0,028992
0,009550	-0,024719
0,009600	-0,016479
0,009650	-0,007019
0,009700	0,002136
0,009750	0,011597
0,009800	0,016174
0,009850	0,017090
0,009900	0,014649
0,009950	0,009461
0,010000	0,001221
0,010050	-0,009155
0,010100	-0,018310
0,010150	-0,025940
0,010200	-0,030212
0,010250	-0,032349
0,010300	-0,026245
0,010350	-0,021057
0,010400	-0,012207
0,010450	-0,000915
0,010500	0,007019
0,010550	0,013428
0,010600	0,017395
0,010650	0,017090
0,010700	0,012207
0,010750	0,004578
0,010800	-0,004883
0,010850	-0,014038
0,010900	-0,023804
0,010950	-0,029602
0,011000	-0,032043
0,011050	-0,028686
0,011100	-0,023804
0,011150	-0,014954
0,011200	-0,006103
0,011250	0,003052
0,011300	0,011597
0,011350	0,016174
0,011400	0,016480
0,011450	0,013428
0,011500	0,008240
0,011550	-0,000610
0,011600	-0,012817
0,011650	-0,021057
0,011700	-0,027161
0,011750	-0,031128
0,011800	-0,030823
0,011850	-0,025940
0,011900	-0,018005
0,011950	-0,008545
0,012000	0,000916
0,012050	0,007935
0,012100	0,015564
0,012150	0,017700
0,012200	0,016174
0,012250	0,009155
0,012300	0,001221
0,012350	-0,008240
0,012400	-0,016785
0,012450	-0,025940
0,012500	-0,029297
0,012550	-0,031433
0,012600	-0,028992
0,012650	-0,021362
0,012700	-0,012817
0,012750	-0,003357
0,012800	0,006104
0,012850	0,012512
0,012900	0,017700
0,012950	0,016480
0,013000	0,012207
0,013050	0,005798
0,013100	-0,002441
0,013150	-0,013733
0,013200	-0,022278
0,013250	-0,029602
0,013300	-0,030823
0,013350	-0,028686
0,013400	-0,023804
0,013450	-0,015564
0,013500	-0,006409
0,013550	0,003357
0,013600	0,012207
0,013650	0,016480
0,013700	0,018921
0,013750	0,015869
0,013800	0,009155
0,013850	0,000916
0,013900	-0,008545
0,013950	-0,018310
0,014000	-0,026855
0,014050	-0,030212
0,014100	-0,030517
0,014150	-0,025940
0,014200	-0,019531
0,014250	-0,010986
0,014300	-0,000610
0,014350	0,007935
0,014400	0,014649
0,014450	0,017395
0,014500	0,017090
