Zeitstempel: 18.9.2013 14:10:59
Signalquelle: Sample/Hold Verstärker
Modus: AM


Bemerkung: Durchlaufzeit 200s
FM
Frequenz 1500Hz
Richtung min->max
min Amplitude 0.01V
max Amplitude 0.40V

Amplitude in V	S/H-Signal in V
0,045831	0,329285
0,045892	0,339050
0,045953	0,356751
0,046014	0,359192
0,046075	0,358276
0,046136	0,330200
0,046197	0,352173
0,046258	0,323181
0,046319	0,323792
0,046380	0,328369
0,046441	0,339966
0,046502	0,323792
0,046562	0,343018
0,046623	0,342102
0,046684	0,339356
0,046745	0,339356
0,046806	0,310364
0,046867	0,310059
0,046928	0,327149
0,046989	0,350647
0,047050	0,310364
0,047111	0,333252
0,047172	0,333862
0,047233	0,327454
0,047294	0,328674
0,047355	0,315552
0,047416	0,316162
0,047477	0,340576
0,047538	0,308838
0,047598	0,334778
0,047659	0,343933
0,047720	0,346069
0,047781	0,319824
0,047842	0,303345
0,047903	0,333862
0,047964	0,332031
0,048025	0,336304
0,048086	0,331421
0,048147	0,335388
0,048208	0,296326
0,048269	0,295410
0,048330	0,325623
0,048391	0,329590
0,048452	0,322571
0,048513	0,323181
0,048573	0,325317
0,048634	0,321655
0,048695	0,322571
0,048756	0,316773
0,048817	0,317993
0,048878	0,324707
0,048939	0,319824
0,049000	0,290527
0,049061	0,329590
0,049122	0,326538
0,049183	0,310974
0,049244	0,312195
0,049305	0,286865
0,049366	0,289002
0,049427	0,313110
0,049488	0,328369
0,049548	0,302429
0,049609	0,301209
0,049670	0,304566
0,049731	0,309448
0,049792	0,293579
0,049853	0,298767
0,049914	0,311585
0,049975	0,320129
0,050036	0,316773
0,050097	0,315857
0,050158	0,311279
0,050219	0,312805
0,050280	0,296631
0,050341	0,314331
0,050402	0,290222
0,050463	0,319824
0,050523	0,321045
0,050584	0,311279
0,050645	0,299378
0,050706	0,285034
0,050767	0,284729
0,050828	0,311585
0,050889	0,284729
0,050950	0,303040
0,051011	0,289917
0,051072	0,287476
0,051133	0,306091
0,051194	0,272217
0,051255	0,288086
0,051316	0,288696
0,051377	0,293579
0,051438	0,291138
0,051498	0,310059
0,051559	0,279236
0,051620	0,278626
0,051681	0,281983
0,051742	0,263672
0,051803	0,301209
0,051864	0,301209
0,051925	0,315552
0,051986	0,278931
0,052047	0,281067
0,052108	0,282593
0,052169	0,282593
0,052230	0,276489
0,052291	0,269470
0,052352	0,285339
0,052413	0,285645
0,052473	0,278320
0,052534	0,277405
0,052595	0,263367
0,052656	0,279236
0,052717	0,277100
0,052778	0,274048
0,052839	0,246277
0,052900	0,269165
0,052961	0,269165
0,053022	0,292053
0,053083	0,256348
0,053144	0,261536
0,053205	0,267334
0,053266	0,270081
0,053327	0,274963
0,053387	0,286560
0,053448	0,239868
0,053509	0,281067
0,053570	0,278931
0,053631	0,280151
0,053692	0,236511
0,053753	0,267944
0,053814	0,269470
0,053875	0,252686
0,053936	0,259094
0,053997	0,266419
0,054058	0,250549
0,054119	0,250855
0,054180	0,258789
0,054241	0,237732
0,054302	0,253906
0,054363	0,254212
0,054423	0,210571
0,054484	0,243530
0,054545	0,232239
0,054606	0,250549
0,054667	0,250549
0,054728	0,254212
0,054789	0,237122
0,054850	0,237122
0,054911	0,234375
0,054972	0,232239
0,055033	0,228272
0,055094	0,235596
0,055155	0,223694
0,055216	0,224915
0,055277	0,231934
0,055338	0,225525
0,055398	0,216675
0,055459	0,216065
0,055520	0,216675
0,055581	0,229492
0,055642	0,222473
0,055703	0,221253
0,055764	0,222778
0,055825	0,226135
0,055886	0,192871
0,055947	0,230103
0,056008	0,220642
0,056069	0,221253
0,056130	0,214844
0,056191	0,223999
0,056252	0,213318
0,056313	0,214844
0,056373	0,174255
0,056434	0,216675
0,056495	0,190735
0,056556	0,198059
0,056617	0,199585
0,056678	0,183411
0,056739	0,170899
0,056800	0,183106
