Zeitstempel: 18.9.2013 12:18:12
Signalquelle: Sample/Hold Verstärker
Abtastrate: 1000,00 Hz
Modus: TIME


Bemerkung: Polarisatorstrom 1.7A
Hallsonde 5.65mV bei 2.5A
 mit 8.6mV = 1T

Zeit in s	Analysatorsignal in V
0,000000	-0,461731
0,001000	-0,461121
0,002000	-0,459595
0,003000	-0,458069
0,004000	-0,461121
0,005000	-0,460205
0,006000	-0,462036
0,007000	-0,461731
0,008000	-0,462036
0,009000	-0,461731
0,010000	-0,461426
0,011000	-0,462036
0,012000	-0,459289
0,013000	-0,464477
0,014000	-0,467529
0,015000	-0,469971
0,016000	-0,467224
0,017000	-0,468750
0,018000	-0,467529
0,019000	-0,468445
0,020000	-0,466614
0,021000	-0,467224
0,022000	-0,466614
0,023000	-0,463867
0,024000	-0,466919
0,025000	-0,466919
0,026000	-0,467529
0,027000	-0,466003
0,028000	-0,467529
0,029000	-0,468445
0,030000	-0,469055
0,031000	-0,467224
0,032000	-0,468445
0,033000	-0,460510
0,034000	-0,466003
0,035000	-0,465698
0,036000	-0,466309
0,037000	-0,465698
0,038000	-0,465088
0,039000	-0,465393
0,040000	-0,464783
0,041000	-0,463562
0,042000	-0,464172
0,043000	-0,462646
0,044000	-0,464783
0,045000	-0,463562
0,046000	-0,465088
0,047000	-0,463867
0,048000	-0,464783
0,049000	-0,466919
0,050000	-0,463257
0,051000	-0,464477
0,052000	-0,462341
0,053000	-0,466003
0,054000	-0,471191
0,055000	-0,472717
0,056000	-0,471496
0,057000	-0,472107
0,058000	-0,472412
0,059000	-0,471496
0,060000	-0,469971
0,061000	-0,469971
0,062000	-0,469360
0,063000	-0,466309
0,064000	-0,471191
0,065000	-0,471496
0,066000	-0,472107
0,067000	-0,472107
0,068000	-0,472107
0,069000	-0,471496
0,070000	-0,470886
0,071000	-0,472107
0,072000	-0,470886
0,073000	-0,451355
0,074000	-0,452881
0,075000	-0,455627
0,076000	-0,453796
0,077000	-0,454712
0,078000	-0,453796
0,079000	-0,455017
0,080000	-0,452576
0,081000	-0,452576
0,082000	-0,451660
0,083000	-0,451965
0,084000	-0,453796
0,085000	-0,453796
0,086000	-0,453796
0,087000	-0,451965
0,088000	-0,454407
0,089000	-0,452576
0,090000	-0,454407
0,091000	-0,453186
0,092000	-0,453186
0,093000	-0,435791
0,094000	-0,439148
0,095000	-0,438843
0,096000	-0,439453
0,097000	-0,438843
0,098000	-0,440063
0,099000	-0,438538
0,100000	-0,438232
0,101000	-0,439148
0,102000	-0,436401
0,103000	-0,435791
0,104000	-0,440063
0,105000	-0,438843
0,106000	-0,436706
0,107000	-0,438232
0,108000	-0,438843
0,109000	-0,438843
0,110000	-0,440674
0,111000	-0,437927
0,112000	-0,436401
0,113000	-0,472107
0,114000	-0,473633
0,115000	-0,476074
0,116000	-0,474548
0,117000	-0,475464
0,118000	-0,474243
0,119000	-0,474243
0,120000	-0,473938
0,121000	-0,473938
0,122000	-0,472412
0,123000	-0,470886
0,124000	-0,476074
0,125000	-0,474243
0,126000	-0,475159
0,127000	-0,473328
0,128000	-0,474243
0,129000	-0,475464
0,130000	-0,475464
0,131000	-0,473938
0,132000	-0,473938
0,133000	-0,474243
0,134000	-0,476379
0,135000	-0,477905
0,136000	-0,476379
0,137000	-0,479736
0,138000	-0,476379
0,139000	-0,478516
0,140000	-0,475159
0,141000	-0,476379
0,142000	-0,473633
0,143000	-0,471802
0,144000	-0,475159
0,145000	-0,473938
0,146000	-0,474853
0,147000	-0,475159
0,148000	-0,476684
0,149000	-0,475159
0,150000	-0,474243
0,151000	-0,476684
0,152000	-0,472717
0,153000	-0,440674
0,154000	-0,444031
0,155000	-0,443420
0,156000	-0,445557
0,157000	-0,444031
0,158000	-0,443726
0,159000	-0,444336
0,160000	-0,444031
0,161000	-0,443115
0,162000	-0,441894
0,163000	-0,438843
0,164000	-0,444031
0,165000	-0,442810
0,166000	-0,445862
0,167000	-0,443726
0,168000	-0,445557
0,169000	-0,444336
0,170000	-0,441894
0,171000	-0,446167
0,172000	-0,442505
0,173000	-0,462341
0,174000	-0,465393
0,175000	-0,467834
0,176000	-0,466003
0,177000	-0,466919
0,178000	-0,464477
0,179000	-0,466919
0,180000	-0,465698
0,181000	-0,465088
0,182000	-0,465088
0,183000	-0,462341
0,184000	-0,466919
0,185000	-0,466003
0,186000	-0,465088
0,187000	-0,464783
0,188000	-0,464477
0,189000	-0,464783
0,190000	-0,466309
0,191000	-0,465088
0,192000	-0,466614
0,193000	-0,455017
0,194000	-0,455322
0,195000	-0,457458
0,196000	-0,456238
0,197000	-0,455933
0,198000	-0,457458
0,199000	-0,456848
0,200000	-0,457153
0,201000	-0,456848
0,202000	-0,455017
0,203000	-0,454101
0,204000	-0,457764
0,205000	-0,455322
0,206000	-0,454101
0,207000	-0,455627
0,208000	-0,455017
0,209000	-0,456238
0,210000	-0,456238
0,211000	-0,456238
0,212000	-0,453796
0,213000	-0,459595
0,214000	-0,463867
0,215000	-0,464477
0,216000	-0,464477
0,217000	-0,465393
0,218000	-0,465698
0,219000	-0,464172
0,220000	-0,463257
0,221000	-0,462952
0,222000	-0,462646
0,223000	-0,459289
0,224000	-0,464172
0,225000	-0,462646
0,226000	-0,464783
0,227000	-0,464477
0,228000	-0,464783
0,229000	-0,463867
0,230000	-0,465088
0,231000	-0,463867
0,232000	-0,464783
0,233000	-0,439758
0,234000	-0,444031
0,235000	-0,444336
0,236000	-0,442810
0,237000	-0,444641
0,238000	-0,444031
0,239000	-0,441284
0,240000	-0,441284
0,241000	-0,440979
0,242000	-0,440063
0,243000	-0,437927
0,244000	-0,444031
0,245000	-0,441894
0,246000	-0,441589
0,247000	-0,440063
0,248000	-0,441894
0,249000	-0,440979
0,250000	-0,443115
0,251000	-0,441894
0,252000	-0,440369
0,253000	-0,436401
0,254000	-0,435791
0,255000	-0,437012
0,256000	-0,437927
0,257000	-0,438843
0,258000	-0,437622
0,259000	-0,436401
0,260000	-0,436706
0,261000	-0,436706
0,262000	-0,434570
0,263000	-0,433350
0,264000	-0,437317
0,265000	-0,436706
0,266000	-0,439148
0,267000	-0,436401
0,268000	-0,437317
0,269000	-0,437012
0,270000	-0,437317
0,271000	-0,437622
0,272000	-0,434570
0,273000	-0,437622
0,274000	-0,440674
0,275000	-0,442200
0,276000	-0,442505
0,277000	-0,443115
0,278000	-0,442200
0,279000	-0,443115
0,280000	-0,440979
0,281000	-0,441894
0,282000	-0,439758
0,283000	-0,437927
0,284000	-0,441894
0,285000	-0,441284
0,286000	-0,441284
0,287000	-0,441894
0,288000	-0,441589
0,289000	-0,440979
0,290000	-0,441894
0,291000	-0,440674
0,292000	-0,441589
0,293000	-0,404358
0,294000	-0,406799
0,295000	-0,408020
0,296000	-0,407410
0,297000	-0,407715
0,298000	-0,409241
0,299000	-0,409241
0,300000	-0,406189
0,301000	-0,407104
0,302000	-0,406494
0,303000	-0,404663
0,304000	-0,406494
0,305000	-0,405579
0,306000	-0,404663
0,307000	-0,405884
0,308000	-0,405579
0,309000	-0,407410
0,310000	-0,407104
0,311000	-0,404968
0,312000	-0,402527
0,313000	-0,458984
0,314000	-0,460815
0,315000	-0,462952
0,316000	-0,462341
0,317000	-0,464172
0,318000	-0,461731
0,319000	-0,462341
0,320000	-0,462036
0,321000	-0,461731
0,322000	-0,462341
0,323000	-0,457764
0,324000	-0,463867
0,325000	-0,462341
0,326000	-0,461121
0,327000	-0,461121
0,328000	-0,460510
0,329000	-0,461121
0,330000	-0,464477
0,331000	-0,463562
0,332000	-0,460510
0,333000	-0,452576
0,334000	-0,456543
0,335000	-0,456543
0,336000	-0,454712
0,337000	-0,453796
0,338000	-0,454407
0,339000	-0,455017
0,340000	-0,452270
0,341000	-0,453186
0,342000	-0,452270
0,343000	-0,448913
0,344000	-0,452881
0,345000	-0,453796
0,346000	-0,455017
0,347000	-0,453186
0,348000	-0,454407
0,349000	-0,454101
0,350000	-0,452576
0,351000	-0,453491
0,352000	-0,453796
0,353000	-0,486145
0,354000	-0,486755
0,355000	-0,488892
0,356000	-0,489197
0,357000	-0,489197
0,358000	-0,488281
0,359000	-0,488892
0,360000	-0,489502
0,361000	-0,488892
0,362000	-0,487366
0,363000	-0,484009
0,364000	-0,489807
0,365000	-0,488281
0,366000	-0,489807
0,367000	-0,488586
0,368000	-0,488892
0,369000	-0,489197
0,370000	-0,489502
0,371000	-0,488281
0,372000	-0,488281
0,373000	-0,423584
0,374000	-0,425110
0,375000	-0,426636
0,376000	-0,425720
0,377000	-0,426025
0,378000	-0,426025
0,379000	-0,426636
0,380000	-0,425110
0,381000	-0,426025
0,382000	-0,424805
0,383000	-0,421448
0,384000	-0,426636
0,385000	-0,425720
0,386000	-0,425720
0,387000	-0,426636
0,388000	-0,425720
0,389000	-0,425415
0,390000	-0,426330
0,391000	-0,425415
0,392000	-0,425110
0,393000	-0,422363
0,394000	-0,426330
0,395000	-0,426330
0,396000	-0,425720
0,397000	-0,427856
0,398000	-0,427551
0,399000	-0,426941
0,400000	-0,425720
0,401000	-0,425720
0,402000	-0,423584
0,403000	-0,422363
0,404000	-0,426025
0,405000	-0,425415
0,406000	-0,424194
0,407000	-0,425110
0,408000	-0,426941
0,409000	-0,425110
0,410000	-0,424499
0,411000	-0,425720
0,412000	-0,424805
0,413000	-0,465393
0,414000	-0,466003
0,415000	-0,468140
0,416000	-0,467529
0,417000	-0,466309
0,418000	-0,466003
0,419000	-0,467224
0,420000	-0,464477
0,421000	-0,466003
0,422000	-0,464783
0,423000	-0,461121
0,424000	-0,466919
0,425000	-0,466614
