1300.0625	-0.682678	10	
1300.125	-0.680237	10	
1300.1875	-0.650635	10	
1300.25	-0.637817	10	
1300.3125	-0.665588	10	
1300.375	-0.628662	10	
1300.4375	-0.627746	10	
1300.5	-0.634766	10	
1300.5625	-0.608215	10	
1300.625	-0.639038	10	
1300.6875	-0.637207	10	
1300.75	-0.657349	10	
1300.8125	-0.599976	10	
1300.875	-0.634766	10	
1300.9375	-0.639648	10	
1301	-0.638428	10	
1301.0625	-0.640869	10	
1301.125	-0.665893	10	
1301.1875	-0.674438	10	
1301.25	-0.670166	10	
1301.3125	-0.622253	10	
1301.375	-0.626221	10	
1301.4375	-0.618896	10	
1301.5	-0.63324	10	
1301.5625	-0.633545	10	
1301.625	-0.644836	10	
1301.6875	-0.661316	10	
1301.75	-0.679626	10	
1301.8125	-0.631409	10	
1301.875	-0.636902	10	
1301.9375	-0.597534	10	
1302	-0.652161	10	
1302.0625	-0.666504	10	
1302.125	-0.665283	10	
1302.1875	-0.620117	10	
1302.25	-0.621033	10	
1302.3125	-0.654297	10	
1302.375	-0.653992	10	
1302.4375	-0.654602	10	
1302.5	-0.62439	10	
1302.5625	-0.654907	10	
1302.625	-0.635681	10	
1302.6875	-0.636902	10	
1302.75	-0.616455	10	
1302.8125	-0.610962	10	
1302.875	-0.655212	10	
1302.9375	-0.646667	10	
1303	-0.646362	10	
1303.0625	-0.639954	10	
1303.125	-0.675049	10	
1303.1875	-0.670471	10	
1303.25	-0.612793	10	
1303.3125	-0.617981	10	
1303.375	-0.602417	10	
1303.4375	-0.637207	10	
1303.5	-0.638122	10	
1303.5625	-0.635986	10	
1303.625	-0.665893	10	
1303.6875	-0.62439	10	
1303.75	-0.643921	10	
1303.8125	-0.673523	10	
1303.875	-0.673828	10	
1303.9375	-0.65918	10	
1304	-0.652771	10	
1304.0625	-0.630188	10	
1304.125	-0.631103	10	
1304.1875	-0.640564	10	
1304.25	-0.635376	10	
1304.3125	-0.606384	10	
1304.375	-0.63385	10	
1304.4375	-0.634155	10	
1304.5	-0.593872	10	
1304.5625	-0.628967	10	
1304.625	-0.624084	10	
1304.6875	-0.620727	10	
1304.75	-0.635071	10	
1304.8125	-0.674133	10	
1304.875	-0.641174	10	
1304.9375	-0.646057	10	
1305	-0.644226	10	
1305.0625	-0.661926	10	
1305.125	-0.667114	10	
1305.1875	-0.632934	10	
1305.25	-0.640259	10	
1305.3125	-0.634766	10	
1305.375	-0.632019	10	
1305.4375	-0.656128	10	
1305.5	-0.683288	10	
1305.5625	-0.683899	10	
1305.625	-0.671387	10	
1305.6875	-0.686035	10	
1305.75	-0.631103	10	
1305.8125	-0.644836	10	
1305.875	-0.646973	10	
1305.9375	-0.639648	10	
1306	-0.641479	10	
1306.0625	-0.610351	10	
1306.125	-0.610046	10	
1306.1875	-0.654297	10	
1306.25	-0.655517	10	
1306.3125	-0.65094	10	
1306.375	-0.668945	10	
1306.4375	-0.665893	10	
1306.5	-0.66803	10	
1306.5625	-0.658264	10	
1306.625	-0.679016	10	
1306.6875	-0.677795	10	
1306.75	-0.68634	10	
1306.8125	-0.650635	10	
1306.875	-0.616455	10	
1306.9375	-0.653992	10	
1307	-0.653992	10	
1307.0625	-0.649414	10	
1307.125	-0.621033	10	
1307.1875	-0.621033	10	
1307.25	-0.618896	10	
1307.3125	-0.620727	10	
1307.375	-0.656128	10	
1307.4375	-0.66925	10	
1307.5	-0.649109	10	
1307.5625	-0.65094	10	
1307.625	-0.661926	10	
1307.6875	-0.649719	10	
1307.75	-0.647278	10	
1307.8125	-0.642395	10	
1307.875	-0.654297	10	
1307.9375	-0.644531	10	
1308	-0.632019	10	
1308.0625	-0.676575	10	
1308.125	-0.675049	10	
1308.1875	-0.628357	10	
1308.25	-0.617676	10	
1308.3125	-0.609131	10	
1308.375	-0.612793	10	
1308.4375	-0.611267	10	
1308.5	-0.666199	10	
1308.5625	-0.658264	10	
1308.625	-0.661926	10	
1308.6875	-0.661926	10	
1308.75	-0.637817	10	
1308.8125	-0.65155	10	
1308.875	-0.646973	10	
1308.9375	-0.676575	10	
1309	-0.675354	10	
1309.0625	-0.639038	10	
1309.125	-0.675354	10	
1309.1875	-0.650024	10	
1309.25	-0.65094	10	
1309.3125	-0.653076	10	
1309.375	-0.617676	10	
1309.4375	-0.674438	10	
1309.5	-0.645752	10	
1309.5625	-0.644836	10	
1309.625	-0.657959	10	
1309.6875	-0.669556	10	
1309.75	-0.638122	10	
1309.8125	-0.633545	10	
1309.875	-0.661621	10	
1309.9375	-0.639954	10	
1310	-0.680237	10	
1310.0625	-0.675049	10	
1310.125	-0.674744	10	
1310.1875	-0.635071	10	
1310.25	-0.6604	10	
1310.3125	-0.646973	10	
1310.375	-0.677795	10	
1310.4375	-0.659485	10	
1310.5	-0.644531	10	
1310.5625	-0.669861	10	
1310.625	-0.639648	10	
1310.6875	-0.638733	10	
1310.75	-0.621338	10	
1310.8125	-0.61615	10	
1310.875	-0.622253	10	
1310.9375	-0.650024	10	
1311	-0.649109	10	
1311.0625	-0.646667	10	
1311.125	-0.611877	10	
1311.1875	-0.660705	10	
1311.25	-0.660095	10	
1311.3125	-0.651855	10	
1311.375	-0.621338	10	
1311.4375	-0.610962	10	
1311.5	-0.664368	10	
1311.5625	-0.661621	10	
1311.625	-0.624695	10	
1311.6875	-0.671692	10	
1311.75	-0.682068	10	
1311.8125	-0.682678	10	
1311.875	-0.643005	10	
1311.9375	-0.674438	10	
1312	-0.634766	10	
1312.0625	-0.672607	10	
1312.125	-0.670471	10	
1312.1875	-0.664978	10	
1312.25	-0.617371	10	
1312.3125	-0.593872	10	
1312.375	-0.589905	10	
1312.4375	-0.639343	10	
1312.5	-0.678711	10	
1312.5625	-0.69397	10	
