Zeitstempel: 18.9.2013 11:27:50
Signalquelle: Analysator
Abtastrate: 20000.00 Hz
Modus: TIME


Bemerkung: Frequenzzaehler 4706.795

Zeit in s	Analysatorsignal in V
0.000000	0.000610
0.000050	-0.005188
0.000100	0.002441
0.000150	0.006714
0.000200	-0.001221
0.000250	0.008545
0.000300	0.009155
0.000350	-0.012512
0.000400	-0.004272
0.000450	-0.006103
0.000500	-0.009766
0.000550	-0.007324
0.000600	0.000610
0.000650	-0.006409
0.000700	-0.005493
0.000750	-0.008545
0.000800	-0.019836
0.000850	-0.019226
0.000900	-0.009155
0.000950	-0.012817
0.001000	-0.021057
0.001050	-0.022583
0.001100	-0.035095
0.001150	-0.029602
0.001200	-0.036621
0.001250	-0.038452
0.001300	-0.036926
0.001350	-0.033874
0.001400	-0.038757
0.001450	-0.052185
0.001500	-0.054932
0.001550	-0.066223
0.001600	-0.082092
0.001650	-0.081177
0.001700	-0.095825
0.001750	-0.106201
0.001800	-0.118103
0.001850	-0.128479
0.001900	-0.152893
0.001950	-0.175476
0.002000	-0.187683
0.002050	-0.194092
0.002100	-0.189819
0.002150	-0.198059
0.002200	-0.235290
0.002250	-0.250549
0.002300	-0.267639
0.002350	-0.281372
0.002400	-0.296020
0.002450	-0.308838
0.002500	-0.327454
0.002550	-0.343017
0.002600	-0.356140
0.002650	-0.379944
0.002700	-0.398865
0.002750	-0.413818
0.002800	-0.425415
0.002850	-0.437622
0.002900	-0.466919
0.002950	-0.484619
0.003000	-0.486450
0.003050	-0.493774
0.003100	-0.508728
0.003150	-0.513306
0.003200	-0.516357
0.003250	-0.521545
0.003300	-0.530090
0.003350	-0.527344
0.003400	-0.529785
0.003450	-0.520935
0.003500	-0.516052
0.003550	-0.508728
0.003600	-0.505066
0.003650	-0.508423
0.003700	-0.509949
0.003750	-0.501709
0.003800	-0.484924
0.003850	-0.477295
0.003900	-0.468140
0.003950	-0.452881
0.004000	-0.442810
0.004050	-0.425415
0.004100	-0.404968
0.004150	-0.392761
0.004200	-0.380859
0.004250	-0.349426
0.004300	-0.326843
0.004350	-0.320434
0.004400	-0.302124
0.004450	-0.275268
0.004500	-0.245666
0.004550	-0.231018
0.004600	-0.207519
0.004650	-0.188293
0.004700	-0.173950
0.004750	-0.165710
0.004800	-0.143738
0.004850	-0.126648
0.004900	-0.103760
0.004950	-0.093079
0.005000	-0.078430
0.005050	-0.064392
0.005100	-0.045166
0.005150	-0.028381
0.005200	-0.011902
0.005250	-0.013122
0.005300	-0.012207
0.005350	-0.009155
0.005400	-0.017090
0.005450	-0.028992
0.005500	-0.030823
0.005550	-0.045471
0.005600	-0.040893
0.005650	-0.038452
0.005700	-0.042419
0.005750	-0.053406
0.005800	-0.065918
0.005850	-0.074768
0.005900	-0.091858
0.005950	-0.133057
0.006000	-0.139465
0.006050	-0.148315
0.006100	-0.171814
0.006150	-0.185547
0.006200	-0.205383
0.006250	-0.230102
0.006300	-0.249329
0.006350	-0.267334
0.006400	-0.265808
0.006450	-0.261230
0.006500	-0.258484
0.006550	-0.241394
0.006600	-0.217285
0.006650	-0.199280
0.006700	-0.165710
0.006750	-0.135193
0.006800	-0.101013
0.006850	-0.067139
0.006900	-0.033874
0.006950	0.005493
0.007000	0.003052
0.007050	-0.005798
0.007100	0.008850
0.007150	-0.001221
0.007200	-0.008240
0.007250	0.002136
0.007300	0.014343
0.007350	0.013123
0.007400	0.013733
0.007450	0.022278
0.007500	0.030212
0.007550	0.009461
0.007600	0.010986
0.007650	0.028381
0.007700	0.016174
0.007750	0.023499
0.007800	0.033875
0.007850	0.020752
0.007900	0.028687
0.007950	0.023193
0.008000	0.016785
0.008050	0.016480
0.008100	0.015564
0.008150	0.043640
0.008200	0.038757
0.008250	0.020142
0.008300	0.008240
0.008350	0.026856
0.008400	0.024109
0.008450	0.029602
0.008500	0.033569
0.008550	0.022583
0.008600	0.015259
0.008650	0.031128
0.008700	0.032349
0.008750	0.026550
0.008800	0.018921
0.008850	0.029602
0.008900	0.037232
0.008950	0.028992
0.009000	0.017090
0.009050	0.025330
0.009100	0.032044
0.009150	0.015259
0.009200	0.028687
0.009250	0.025940
0.009300	0.020447
0.009350	0.036926
0.009400	0.024719
0.009450	0.012512
0.009500	0.023804
0.009550	0.039368
0.009600	0.024109
0.009650	0.022278
0.009700	0.034180
0.009750	0.029602
0.009800	0.028076
0.009850	0.031128
0.009900	0.029297
0.009950	0.024414
0.010000	0.024109
0.010050	0.027771
0.010100	0.018005
0.010150	0.034790
0.010200	0.027771
0.010250	0.020142
0.010300	0.035706
0.010350	0.030518
0.010400	0.024109
0.010450	0.032044
0.010500	0.033875
0.010550	0.023193
0.010600	0.027466
0.010650	0.031128
0.010700	0.021362
0.010750	0.018005
0.010800	0.031128
0.010850	0.034180
0.010900	0.027771
0.010950	0.022278
0.011000	0.037537
0.011050	0.024719
0.011100	0.012512
0.011150	0.025635
0.011200	0.021057
0.011250	0.015259
0.011300	0.026550
0.011350	0.037232
0.011400	0.006409
0.011450	0.014343
0.011500	0.019531
0.011550	0.009766
0.011600	0.020752
0.011650	0.020447
0.011700	0.023193
