Zeitstempel: 18.9.2013 14:20:42
Signalquelle: Sample/Hold Verstärker
Modus: AM


Bemerkung: Durchlaufzeit 100s
FM
Frequenz 1490Hz
Richtung min->max
min Amplitude 0.01V
max Amplitude 0.40V

Amplitude in V	S/H-Signal in V
0.050341	0.122986
0.050402	0.083923
0.050463	0.107422
0.050523	0.108337
0.050584	0.103760
0.050645	0.120239
0.050706	0.112000
0.050767	0.123901
0.050828	0.123901
0.050889	0.096741
0.050950	0.105896
0.051011	0.092774
0.051072	0.072937
0.051133	0.073547
0.051194	0.079346
0.051255	0.083313
0.051316	0.075989
0.051377	0.077515
0.051438	0.055237
0.051498	0.066223
0.051559	0.062256
0.051620	0.063171
0.051681	0.065918
0.051742	0.063171
0.051803	0.045471
0.051864	0.075684
0.051925	0.072327
0.051986	0.050049
0.052047	0.088806
0.052108	0.031433
0.052169	0.057678
0.052230	0.056458
0.052291	0.075684
0.052352	0.080872
0.052413	0.045776
0.052473	0.046692
0.052534	0.018311
0.052595	0.031128
0.052656	0.047302
0.052717	0.081482
0.052778	0.079956
0.052839	0.045776
0.052900	0.022278
0.052961	0.005493
0.053022	0.025025
0.053083	0.023804
0.053144	0.014343
0.053205	0.017395
0.053266	0.035400
0.053327	0.033875
0.053387	0.003052
0.053448	0.036926
0.053509	0.008545
0.053570	0.005188
0.053631	0.006409
0.053692	0.029297
0.053753	-0.017090
0.053814	0.010681
0.053875	0.010986
0.053936	0.009766
0.053997	0.003357
0.054058	-0.009766
0.054119	0.020142
0.054180	0.018616
0.054241	-0.036926
0.054302	0.028687
0.054363	-0.047302
0.054423	-0.047607
0.054484	0.024109
0.054545	0.007935
0.054606	-0.048218
0.054667	0.014343
0.054728	0.015869
0.054789	-0.036621
0.054850	-0.061645
0.054911	-0.043030
0.054972	-0.044556
0.055033	-0.044556
0.055094	-0.046387
0.055155	-0.016174
0.055216	-0.059509
0.055277	-0.058899
0.055338	-0.039368
0.055398	-0.047302
0.055459	-0.043945
0.055520	-0.042114
0.055581	-0.050049
0.055642	-0.044556
0.055703	-0.070496
0.055764	-0.035400
0.055825	-0.035095
0.055886	-0.043640
0.055947	-0.111389
0.056008	-0.078125
0.056069	-0.030212
0.056130	-0.031128
0.056191	-0.045471
0.056252	-0.053406
0.056313	-0.083008
0.056373	-0.083923
0.056434	-0.061645
0.056495	-0.068359
0.056556	-0.033264
0.056617	-0.022888
0.056678	-0.024414
0.056739	-0.089416
0.056800	-0.073242
0.056861	-0.038757
0.056922	-0.038452
0.056983	-0.031128
0.057044	-0.084228
0.057105	-0.103455
0.057166	-0.081482
0.057227	-0.079040
0.057287	-0.093689
0.057348	-0.075378
0.057409	-0.089111
0.057470	-0.069885
0.057531	-0.070190
0.057592	-0.071106
0.057653	-0.077515
0.057714	-0.122070
0.057775	-0.122375
0.057836	-0.090942
0.057897	-0.050354
0.057958	-0.060120
0.058019	-0.096130
0.058080	-0.095215
0.058141	-0.110168
0.058202	-0.120239
0.058263	-0.096741
0.058323	-0.095825
0.058384	-0.123901
0.058445	-0.100708
0.058506	-0.094604
0.058567	-0.140991
0.058628	-0.139160
0.058689	-0.154724
0.058750	-0.116272
0.058811	-0.067139
0.058872	-0.102234
0.058933	-0.101623
0.058994	-0.111694
0.059055	-0.106201
0.059116	-0.061035
0.059177	-0.060425
0.059238	-0.125427
0.059298	-0.093079
0.059359	-0.086365
0.059420	-0.124817
0.059481	-0.127563
0.059542	-0.080566
0.059603	-0.135193
0.059664	-0.073547
0.059725	-0.070190
0.059786	-0.106506
0.059847	-0.079040
0.059908	-0.158081
0.059969	-0.090942
0.060030	-0.090637
0.060091	-0.094910
0.060152	-0.133362
0.060213	-0.135498
0.060273	-0.133362
0.060334	-0.128784
0.060395	-0.083008
0.060456	-0.113220
0.060517	-0.115662
0.060578	-0.113830
0.060639	-0.147400
0.060700	-0.191345
0.060761	-0.146484
0.060822	-0.182495
0.060883	-0.191040
0.060944	-0.165710
0.061005	-0.154419
0.061066	-0.184326
0.061127	-0.180969
0.061187	-0.158386
0.061248	-0.174255
0.061309	-0.137939
0.061370	-0.195007
0.061431	-0.198669
0.061492	-0.217590
0.061553	-0.252991
0.061614	-0.263061
0.061675	-0.261230
0.061736	-0.191955
0.061797	-0.241394
0.061858	-0.193481
0.061919	-0.240784
0.061980	-0.241394
0.062041	-0.252380
0.062102	-0.263672
0.062162	-0.266113
0.062223	-0.266418
0.062284	-0.240478
0.062345	-0.278320
0.062406	-0.198364
0.062467	-0.252685
0.062528	-0.251770
0.062589	-0.241394
0.062650	-0.263367
0.062711	-0.223999
0.062772	-0.217895
0.062833	-0.271606
0.062894	-0.242004
0.062955	-0.258179
0.063016	-0.230102
0.063077	-0.228271
0.063137	-0.238037
0.063198	-0.257568
0.063259	-0.249023
0.063320	-0.211487
0.063381	-0.214538
0.063442	-0.204163
0.063503	-0.203857
0.063564	-0.229187
0.063625	-0.228271
0.063686	-0.246582
0.063747	-0.236816
0.063808	-0.233154
0.063869	-0.228882
0.063930	-0.226746
0.063991	-0.259705
0.064052	-0.202637
0.064113	-0.262146
0.064173	-0.258179
0.064234	-0.244751
0.064295	-0.221863
0.064356	-0.255432
0.064417	-0.217285
0.064478	-0.217285
0.064539	-0.247497
0.064600	-0.219116
0.064661	-0.253906
0.064722	-0.249939
0.064783	-0.227966
0.064844	-0.237121
0.064905	-0.224609
0.064966	-0.243835
0.065027	-0.240784
0.065087	-0.222168
0.065148	-0.245972
0.065209	-0.278015
0.065270	-0.274353
0.065331	-0.276794
0.065392	-0.249939
0.065453	-0.269775
0.065514	-0.221558
0.065575	-0.219726
0.065636	-0.258179
0.065697	-0.246887
0.065758	-0.271301
0.065819	-0.267334
0.065880	-0.266724
0.065941	-0.309753
0.066002	-0.266113
0.066062	-0.261841
0.066123	-0.260010
0.066184	-0.310364
0.066245	-0.253601
0.066306	-0.268555
0.066367	-0.220947
0.066428	-0.219421
0.066489	-0.248413
0.066550	-0.280151
0.066611	-0.260010
0.066672	-0.254211
0.066733	-0.312500
0.066794	-0.292969
0.066855	-0.308533
0.066916	-0.307007
0.066977	-0.304565
0.067037	-0.256348
0.067098	-0.315246
0.067159	-0.253601
0.067220	-0.255737
0.067281	-0.257263
0.067342	-0.143127
0.067403	-0.256653
0.067464	-0.263367
0.067525	-0.261841
0.067586	-0.292358
0.067647	-0.270080
0.067708	-0.261841
0.067769	-0.297851
0.067830	-0.298462
0.067891	-0.273437
0.067952	-0.292358
0.068013	-0.253906
0.068073	-0.251160
0.068134	-0.267334
0.068195	-0.273743
0.068256	-0.287170
0.068317	-0.297851
0.068378	-0.299377
0.068439	-0.267639
0.068500	-0.262146
0.068561	-0.281677
0.068622	-0.276489
0.068683	-0.293884
0.068744	-0.299988
0.068805	-0.335693
0.068866	-0.303650
0.068927	-0.299988
0.068987	-0.317078
0.069048	-0.328979
0.069109	-0.307007
0.069170	-0.315246
0.069231	-0.317688
0.069292	-0.362549
0.069353	-0.314331
0.069414	-0.322571
0.069475	-0.320129
0.069536	-0.278931
0.069597	-0.299683
0.069658	-0.299988
0.069719	-0.317993
0.069780	-0.317383
0.069841	-0.288696
0.069902	-0.310974
0.069962	-0.336609
0.070023	-0.332336
0.070084	-0.327454
0.070145	-0.305176
0.070206	-0.268249
0.070267	-0.331421
0.070328	-0.331116
0.070389	-0.352783
0.070450	-0.281677
0.070511	-0.306702
0.070572	-0.302734
0.070633	-0.319519
0.070694	-0.322571
0.070755	-0.347595
0.070816	-0.343933
0.070877	-0.339355
0.070938	-0.338440
0.070998	-0.382080
0.071059	-0.312805
0.071120	-0.347900
0.071181	-0.349731
0.071242	-0.338135
0.071303	-0.328674
0.071364	-0.326538
0.071425	-0.324097
0.071486	-0.338135
0.071547	-0.349426
0.071608	-0.355835
0.071669	-0.366821
0.071730	-0.364075
0.071791	-0.414734
0.071852	-0.319519
0.071913	-0.339050
0.071973	-0.339355
0.072034	-0.403137
0.072095	-0.404968
0.072156	-0.327759
0.072217	-0.335998
0.072278	-0.335083
0.072339	-0.372314
0.072400	-0.327148
0.072461	-0.335388
0.072522	-0.331116
0.072583	-0.330505
0.072644	-0.361938
0.072705	-0.345154
0.072766	-0.412598
0.072827	-0.412598
0.072888	-0.337830
0.072948	-0.367737
0.073009	-0.334473
0.073070	-0.354919
0.073131	-0.357361
0.073192	-0.372620
0.073253	-0.402527
0.073314	-0.362244
0.073375	-0.357971
0.073436	-0.386658
0.073497	-0.364990
0.073558	-0.374451
0.073619	-0.361633
0.073680	-0.361633
0.073741	-0.334167
0.073802	-0.342712
0.073862	-0.365295
0.073923	-0.363159
0.073984	-0.367737
0.074045	-0.377808
0.074106	-0.381470
0.074167	-0.362244
0.074228	-0.364075
0.074289	-0.348511
0.074350	-0.384216
0.074411	-0.378113
0.074472	-0.373535
0.074533	-0.379639
0.074594	-0.370178
0.074655	-0.348205
0.074716	-0.419006
0.074777	-0.415649
0.074838	-0.334778
0.074898	-0.374145
0.074959	-0.367126
0.075020	-0.362244
0.075081	-0.386352
0.075142	-0.451965
0.075203	-0.316467
0.075264	-0.377502
0.075325	-0.375061
0.075386	-0.467834
0.075447	-0.360107
0.075508	-0.400696
0.075569	-0.421448
0.075630	-0.404968
0.075691	-0.394287
0.075752	-0.410461
0.075813	-0.422668
0.075873	-0.419006
0.075934	-0.385437
0.075995	-0.403137
0.076056	-0.390320
0.076117	-0.367126
0.076178	-0.366516
0.076239	-0.404663
0.076300	-0.393982
0.076361	-0.400391
0.076422	-0.396118
0.076483	-0.389404
0.076544	-0.395508
0.076605	-0.406494
0.076666	-0.456848
0.076727	-0.455627
0.076788	-0.428772
0.076848	-0.447082
0.076909	-0.383911
0.076970	-0.416565
0.077031	-0.421753
0.077092	-0.404053
0.077153	-0.442810
0.077214	-0.423584
0.077275	-0.422363
0.077336	-0.404663
0.077397	-0.432129
0.077458	-0.413208
0.077519	-0.433655
0.077580	-0.432129
0.077641	-0.421753
0.077702	-0.433044
0.077762	-0.416565
0.077823	-0.415955
0.077884	-0.429993
0.077945	-0.429382
0.078006	-0.406494
0.078067	-0.426941
0.078128	-0.425110
0.078189	-0.379639
0.078250	-0.437012
0.078311	-0.457764
0.078372	-0.455322
0.078433	-0.429382
0.078494	-0.417175
0.078555	-0.412903
0.078616	-0.461121
0.078677	-0.460510
0.078737	-0.411377
0.078798	-0.434875
0.078859	-0.430298
0.078920	-0.417175
0.078981	-0.423279
0.079042	-0.449219
0.079103	-0.426941
0.079164	-0.422668
0.079225	-0.421142
0.079286	-0.437012
0.079347	-0.410461
0.079408	-0.421142
0.079469	-0.457458
0.079530	-0.456238
0.079591	-0.422974
0.079652	-0.434875
0.079713	-0.447388
0.079773	-0.444946
0.079834	-0.432434
0.079895	-0.457764
0.079956	-0.436401
0.080017	-0.444336
0.080078	-0.447388
0.080139	-0.459289
0.080200	-0.444336
0.080261	-0.428772
0.080322	-0.425415
0.080383	-0.451050
0.080444	-0.436096
0.080505	-0.447082
0.080566	-0.447082
0.080627	-0.444946
0.080688	-0.462646
0.080748	-0.467529
0.080809	-0.461121
0.080870	-0.441589
0.080931	-0.444641
0.080992	-0.453796
0.081053	-0.449219
0.081114	-0.422668
0.081175	-0.422668
0.081236	-0.478821
0.081297	-0.469971
0.081358	-0.467224
0.081419	-0.416260
0.081480	-0.415344
0.081541	-0.460510
0.081602	-0.456848
0.081662	-0.463257
0.081723	-0.459289
0.081784	-0.455627
0.081845	-0.455627
0.081906	-0.458374
0.081967	-0.475159
0.082028	-0.477600
0.082089	-0.474853
0.082150	-0.470886
0.082211	-0.473022
0.082272	-0.470276
0.082333	-0.458679
0.082394	-0.456848
0.082455	-0.476379
0.082516	-0.462341
0.082577	-0.461121
0.082638	-0.443420
0.082698	-0.467529
0.082759	-0.444946
0.082820	-0.445251
0.082881	-0.450745
0.082942	-0.434265
0.083003	-0.464783
0.083064	-0.478821
0.083125	-0.477600
0.083186	-0.459900
0.083247	-0.454712
0.083308	-0.447998
0.083369	-0.439148
0.083430	-0.437317
0.083491	-0.420837
0.083552	-0.435791
0.083612	-0.438232
0.083673	-0.437927
0.083734	-0.443726
0.083795	-0.453796
0.083856	-0.451355
0.083917	-0.442810
0.083978	-0.441284
0.084039	-0.459289
0.084100	-0.456238
0.084161	-0.455017
0.084222	-0.451355
0.084283	-0.448303
0.084344	-0.442810
0.084405	-0.450745
0.084466	-0.467224
0.084527	-0.466309
0.084588	-0.441589
0.084648	-0.463562
0.084709	-0.446472
0.084770	-0.476990
0.084831	-0.479736
0.084892	-0.448608
0.084953	-0.465393
0.085014	-0.446472
0.085075	-0.447082
0.085136	-0.448303
0.085197	-0.471496
0.085258	-0.458679
0.085319	-0.468445
0.085380	-0.470581
0.085441	-0.458984
0.085502	-0.453796
0.085562	-0.473022
0.085623	-0.470276
0.085684	-0.443726
0.085745	-0.453796
0.085806	-0.485840
0.085867	-0.469971
0.085928	-0.470886
0.085989	-0.433044
0.086050	-0.465698
0.086111	-0.477600
0.086172	-0.471802
0.086233	-0.473633
0.086294	-0.464172
0.086355	-0.466309
0.086416	-0.483093
0.086477	-0.482178
0.086537	-0.486145
0.086598	-0.469055
0.086659	-0.458679
0.086720	-0.464783
0.086781	-0.470886
0.086842	-0.471496
0.086903	-0.462646
