Zeitstempel: 18.9.2013 14:14:57
Signalquelle: Sample/Hold Verstärker
Modus: AM


Bemerkung: Durchlaufzeit 100s
FM
Frequenz 1500Hz
Richtung min<-max
min Amplitude 0.01V
max Amplitude 0.40V

Amplitude in V	S/H-Signal in V
0.347959	-0.083923
0.347898	-0.018921
0.347838	-0.058899
0.347777	-0.062561
0.347716	-0.060730
0.347655	-0.054016
0.347594	-0.082092
0.347533	-0.068664
0.347472	-0.068970
0.347411	-0.053100
0.347350	-0.079346
0.347289	-0.053406
0.347228	-0.059509
0.347167	-0.056457
0.347106	-0.053406
0.347045	-0.086670
0.346984	-0.090942
0.346923	-0.091247
0.346863	-0.040283
0.346802	-0.068664
0.346741	-0.080261
0.346680	-0.060120
0.346619	-0.060730
0.346558	-0.044861
0.346497	-0.100098
0.346436	-0.061951
0.346375	-0.064697
0.346314	-0.065613
0.346253	-0.037842
0.346192	-0.033569
0.346131	-0.055237
0.346070	-0.054626
0.346009	-0.043335
0.345948	-0.010986
0.345888	-0.052795
0.345827	-0.049744
0.345766	-0.049744
0.345705	-0.046387
0.345644	-0.062561
0.345583	-0.060730
0.345522	-0.060730
0.345461	-0.080566
0.345400	-0.025330
0.345339	-0.025635
0.345278	-0.068359
0.345217	-0.065308
0.345156	-0.043640
0.345095	-0.048523
0.345034	-0.082092
0.344973	-0.079346
0.344913	-0.068664
0.344852	-0.039673
0.344791	-0.042419
0.344730	-0.057678
0.344669	-0.055237
0.344608	-0.042419
0.344547	-0.033264
0.344486	-0.067139
0.344425	-0.043945
0.344364	-0.045471
0.344303	-0.067139
0.344242	-0.066223
0.344181	-0.072021
0.344120	-0.072327
0.344059	-0.050964
0.343998	-0.079651
0.343938	-0.039062
0.343877	-0.047607
0.343816	-0.046692
0.343755	-0.050659
0.343694	-0.067444
0.343633	-0.047607
0.343572	-0.044556
0.343511	-0.055847
0.343450	-0.026245
0.343389	-0.004578
0.343328	-0.037231
0.343267	-0.040283
0.343206	-0.038757
0.343145	-0.075073
0.343084	-0.064392
0.343023	-0.064392
0.342963	-0.026245
0.342902	-0.076599
0.342841	-0.054016
0.342780	-0.023193
0.342719	-0.023498
0.342658	-0.065308
0.342597	-0.069275
0.342536	-0.023193
0.342475	-0.032959
0.342414	-0.035400
0.342353	-0.033874
0.342292	-0.063476
0.342231	-0.040283
0.342170	-0.041199
0.342109	-0.065613
0.342048	-0.022583
0.341987	-0.051575
0.341927	-0.008545
0.341866	-0.010071
0.341805	-0.068970
0.341744	-0.049438
0.341683	-0.082703
0.341622	-0.082397
0.341561	-0.028076
0.341500	-0.049744
0.341439	-0.006714
0.341378	-0.060425
0.341317	-0.061645
0.341256	-0.021362
0.341195	0.002747
0.341134	-0.019531
0.341073	-0.017700
0.341012	-0.033569
0.340952	-0.042114
0.340891	-0.056152
0.340830	-0.038757
0.340769	-0.039062
0.340708	-0.031738
0.340647	-0.037231
0.340586	-0.013428
0.340525	-0.041504
0.340464	-0.042419
0.340403	-0.045776
0.340342	-0.026245
0.340281	-0.023193
0.340220	-0.022583
0.340159	-0.032349
0.340098	-0.012207
0.340038	-0.007019
0.339977	-0.019836
0.339916	-0.021057
0.339855	-0.034790
0.339794	-0.018310
0.339733	-0.063476
0.339672	-0.062256
0.339611	0.001831
0.339550	-0.020447
0.339489	-0.027466
0.339428	-0.012817
0.339367	-0.013122
0.339306	-0.007629
0.339245	0.010071
0.339184	-0.026855
0.339123	-0.024109
0.339063	-0.051269
0.339002	-0.016479
0.338941	-0.009460
0.338880	-0.029907
0.338819	-0.028992
0.338758	-0.032043
0.338697	-0.047913
0.338636	-0.034485
0.338575	-0.028076
0.338514	-0.027466
0.338453	-0.011902
0.338392	-0.037842
0.338331	-0.047607
0.338270	-0.049133
0.338209	0.013428
0.338148	-0.003662
0.338087	-0.020142
0.338027	-0.038452
0.337966	-0.037537
0.337905	-0.031738
0.337844	-0.022583
0.337783	-0.039368
0.337722	-0.039062
0.337661	-0.004272
0.337600	-0.016174
0.337539	-0.011902
0.337478	-0.017090
0.337417	-0.020447
0.337356	-0.033874
0.337295	-0.025635
0.337234	-0.025635
0.337173	-0.024414
0.337113	-0.027161
0.337052	-0.043335
0.336991	-0.054016
0.336930	-0.018310
0.336869	-0.016479
0.336808	-0.039062
0.336747	0.009155
0.336686	-0.019226
0.336625	-0.018616
0.336564	-0.033569
0.336503	0.013428
0.336442	-0.009766
0.336381	0.004578
0.336320	0.003967
0.336259	0.012817
0.336198	0.023804
0.336138	-0.033874
0.336077	-0.009460
0.336016	-0.011291
0.335955	-0.005188
0.335894	0.003357
0.335833	-0.014343
0.335772	-0.013122
0.335711	-0.010376
0.335650	-0.003967
0.335589	-0.006714
0.335528	-0.006409
0.335467	-0.007934
0.335406	0.008240
0.335345	-0.037842
0.335284	-0.022278
0.335223	-0.021057
0.335163	-0.026245
0.335102	-0.013428
0.335041	0.002441
0.334980	0.003052
0.334919	0.003967
0.334858	-0.057983
0.334797	0.006714
0.334736	-0.018310
0.334675	-0.010376
0.334614	-0.010681
0.334553	-0.006103
0.334492	-0.020142
0.334431	-0.027771
0.334370	-0.028076
0.334309	-0.025024
0.334248	0.025330
0.334188	0.005493
0.334127	0.031738
0.334066	0.031433
0.334005	0.006409
0.333944	0.013733
0.333883	0.003662
0.333822	0.005493
0.333761	-0.016479
0.333700	0.017700
0.333639	0.030518
0.333578	0.010681
0.333517	0.010681
0.333456	0.020752
0.333395	0.003967
0.333334	-0.000915
0.333273	0.000305
0.333212	0.006104
0.333152	0.037232
0.333091	-0.001526
0.333030	0.017700
0.332969	0.019531
0.332908	0.007019
0.332847	0.050964
0.332786	0.063171
0.332725	-0.018310
0.332664	-0.018005
0.332603	0.024719
0.332542	-0.008240
0.332481	-0.006103
0.332420	-0.007629
0.332359	0.048828
0.332298	0.026245
0.332238	-0.019226
0.332177	-0.003052
0.332116	-0.003052
0.332055	0.017395
0.331994	0.012207
0.331933	0.014343
