Zeitstempel: 18.9.2013 15:37:37
Signalquelle: Sample/Hold Verstärker
Modus: FM


Bemerkung: Durchlaufzeit 50s
FM
Strom Helmholtz -80mA
Amplitude 45mV
Richtung min<-max
min Frequenz 10000Hz
max Frequenz 10400Hz

Frequenz in Hz	S/H-Signal in V
10399,875000	-0,658264
10399,750000	-0,651245
10399,625000	-0,650940
10399,500000	-0,700073
10399,375000	-0,617065
10399,250000	-0,644836
10399,125000	-0,651245
10399,000000	-0,656128
10398,875000	-0,662537
10398,750000	-0,646057
10398,625000	-0,654602
10398,500000	-0,654907
10398,375000	-0,651245
10398,250000	-0,693359
10398,125000	-0,744629
10398,000000	-0,685425
10397,875000	-0,685425
10397,750000	-0,699768
10397,625000	-0,647888
10397,500000	-0,671387
10397,375000	-0,670471
10397,250000	-0,622253
10397,125000	-0,679016
10397,000000	-0,617676
10396,875000	-0,652161
10396,750000	-0,650635
10396,625000	-0,713806
10396,500000	-0,655212
10396,375000	-0,677185
10396,250000	-0,710144
10396,125000	-0,711670
10396,000000	-0,636291
10395,875000	-0,665893
10395,750000	-0,658264
10395,625000	-0,656433
10395,500000	-0,747375
10395,375000	-0,614014
10395,250000	-0,669250
10395,125000	-0,675659
10395,000000	-0,677185
10394,875000	-0,693664
10394,750000	-0,709534
10394,625000	-0,690918
10394,500000	-0,690002
10394,375000	-0,677185
10394,250000	-0,686645
10394,125000	-0,709839
10394,000000	-0,681152
10393,875000	-0,681152
10393,750000	-0,610046
10393,625000	-0,640564
10393,500000	-0,661011
10393,375000	-0,657654
10393,250000	-0,630798
10393,125000	-0,698547
10393,000000	-0,685730
10392,875000	-0,716858
10392,750000	-0,714722
10392,625000	-0,702820
10392,500000	-0,668945
10392,375000	-0,679626
10392,250000	-0,634766
10392,125000	-0,637817
10392,000000	-0,677185
10391,875000	-0,672913
10391,750000	-0,616760
10391,625000	-0,615845
10391,500000	-0,629883
10391,375000	-0,726929
10391,250000	-0,665588
10391,125000	-0,647888
10391,000000	-0,646667
10390,875000	-0,681152
10390,750000	-0,645142
10390,625000	-0,678711
10390,500000	-0,679321
10390,375000	-0,673828
10390,250000	-0,674133
10390,125000	-0,623779
10390,000000	-0,724487
10389,875000	-0,722656
10389,750000	-0,668030
10389,625000	-0,711670
10389,500000	-0,672913
10389,375000	-0,670776
10389,250000	-0,655517
10389,125000	-0,689697
10389,000000	-0,741272
10388,875000	-0,650635
10388,750000	-0,652466
10388,625000	-0,686035
10388,500000	-0,596008
10388,375000	-0,727234
10388,250000	-0,646362
10388,125000	-0,651855
10388,000000	-0,696716
10387,875000	-0,672913
10387,750000	-0,594788
10387,625000	-0,593872
10387,500000	-0,733032
10387,375000	-0,699158
10387,250000	-0,770264
10387,125000	-0,631409
10387,000000	-0,632324
10386,875000	-0,696106
10386,750000	-0,661621
10386,625000	-0,659180
10386,500000	-0,660095
10386,375000	-0,749206
10386,250000	-0,740051
10386,125000	-0,650635
10386,000000	-0,670471
10385,875000	-0,671081
10385,750000	-0,640259
10385,625000	-0,657654
10385,500000	-0,668640
10385,375000	-0,667114
10385,250000	-0,699158
10385,125000	-0,639954
10385,000000	-0,676880
10384,875000	-0,645142
10384,750000	-0,644531
10384,625000	-0,659790
10384,500000	-0,707703
10384,375000	-0,673523
10384,250000	-0,620727
10384,125000	-0,617981
10384,000000	-0,677185
10383,875000	-0,668335
10383,750000	-0,692444
10383,625000	-0,692139
10383,500000	-0,649719
10383,375000	-0,677490
10383,250000	-0,626831
10383,125000	-0,660400
10383,000000	-0,662537
10382,875000	-0,680237
10382,750000	-0,666809
10382,625000	-0,650940
10382,500000	-0,649719
10382,375000	-0,625610
10382,250000	-0,718994
10382,125000	-0,655212
10382,000000	-0,666809
10381,875000	-0,664673
10381,750000	-0,702209
10381,625000	-0,647583
10381,500000	-0,645752
10381,375000	-0,645447
10381,250000	-0,661316
10381,125000	-0,633545
10381,000000	-0,697632
10380,875000	-0,735779
10380,750000	-0,734558
10380,625000	-0,650330
10380,500000	-0,672607
10380,375000	-0,690613
10380,250000	-0,662231
10380,125000	-0,684509
10380,000000	-0,646057
10379,875000	-0,697937
10379,750000	-0,734558
10379,625000	-0,736084
10379,500000	-0,685425
10379,375000	-0,697327
10379,250000	-0,656433
10379,125000	-0,623169
10379,000000	-0,622864
10378,875000	-0,626831
10378,750000	-0,639343
10378,625000	-0,639343
10378,500000	-0,640259
10378,375000	-0,694275
10378,250000	-0,708618
10378,125000	-0,657043
10378,000000	-0,580444
10377,875000	-0,579529
10377,750000	-0,608520
10377,625000	-0,650940
10377,500000	-0,702209
10377,375000	-0,700073
10377,250000	-0,699463
10377,125000	-0,646667
10377,000000	-0,648804
10376,875000	-0,657349
10376,750000	-0,657043
10376,625000	-0,724792
10376,500000	-0,668030
10376,375000	-0,664673
10376,250000	-0,662231
10376,125000	-0,703735
10376,000000	-0,651245
10375,875000	-0,688171
10375,750000	-0,653686
10375,625000	-0,651855
10375,500000	-0,694885
10375,375000	-0,695801
10375,250000	-0,639343
10375,125000	-0,658264
10375,000000	-0,661316
10374,875000	-0,615234
10374,750000	-0,730286
10374,625000	-0,658569
10374,500000	-0,656738
10374,375000	-0,643921
10374,250000	-0,655517
10374,125000	-0,647888
10374,000000	-0,634766
10373,875000	-0,633240
10373,750000	-0,662537
10373,625000	-0,651245
10373,500000	-0,662537
10373,375000	-0,662537
10373,250000	-0,652161
10373,125000	-0,666199
10373,000000	-0,686645
10372,875000	-0,656738
10372,750000	-0,655212
10372,625000	-0,655823
10372,500000	-0,679626
10372,375000	-0,732422
10372,250000	-0,730896
10372,125000	-0,634766
10372,000000	-0,717468
10371,875000	-0,690308
10371,750000	-0,647888
10371,625000	-0,648498
10371,500000	-0,684509
10371,375000	-0,671692
10371,250000	-0,686340
10371,125000	-0,785828
10371,000000	-0,789184
10370,875000	-0,679321
10370,750000	-0,625610
10370,625000	-0,732727
10370,500000	-0,731506
10370,375000	-0,615234
10370,250000	-0,699158
10370,125000	-0,628967
10370,000000	-0,615539
10369,875000	-0,615539
10369,750000	-0,740356
10369,625000	-0,724487
10369,500000	-0,693664
10369,375000	-0,693970
10369,250000	-0,741272
10369,125000	-0,683899
10369,000000	-0,678101
10368,875000	-0,682983
10368,750000	-0,682678
10368,625000	-0,626526
10368,500000	-0,617065
10368,375000	-0,710144
10368,250000	-0,708008
10368,125000	-0,691528
10368,000000	-0,669250
10367,875000	-0,669250
10367,750000	-0,644836
10367,625000	-0,646362
10367,500000	-0,620727
10367,375000	-0,613403
10367,250000	-0,692749
10367,125000	-0,678101
10367,000000	-0,684509
